,Valor,Calificacion,Area
6210,1033356,5.0,804
6211,1085250,9.0,2135
6212,866798,6.0,4081
6213,818227,5.0,4631
6214,396659,3.0,719
6215,842660,3.0,876
6216,755421,1.0,3574
6217,798002,5.0,1183
6218,846828,3.0,1418
6219,896673,8.0,2293
6220,532775,3.0,1752
6222,636031,2.0,4588
6223,964978,8.0,4172
6224,492850,3.0,4760
6226,618349,1.0,1382
6227,856131,7.0,3304
6229,396893,5.0,4111
6230,838325,8.0,473
6231,445240,2.0,3441
6232,542883,2.0,4991
6233,516661,3.0,2891
6235,742589,7.0,2028
6237,1034725,6.0,1068
6239,1064966,2.0,4410
6240,738773,6.0,3387
6241,730176,2.0,1899
6242,655117,2.0,1638
6243,1029394,1.0,2292
6244,878540,9.0,1536
6245,592699,5.0,1668
6246,738595,5.0,406
6247,698523,9.0,1069
6248,907698,5.0,1633
6249,781067,7.0,2595
6250,759471,5.0,1462
6251,564620,8.0,2998
6252,1110801,1.0,580
6253,500460,6.0,1029
6254,970049,6.0,3990
6257,853287,10.0,3138
6258,891163,8.0,2498
6259,1036077,6.0,3090
6260,946554,9.0,1041
6261,648856,7.0,3450
6263,568788,3.0,4546
6264,877318,3.0,2363
6265,998908,8.0,2789
6266,947430,9.0,3720
6267,361274,7.0,2355
6268,975460,6.0,2231
6269,737354,1.0,4408
6270,535079,3.0,2214
6271,938598,7.0,4894
6272,1050045,1.0,1743
6273,780954,6.0,2685
6274,1113524,5.0,3827
6275,586883,2.0,1304
6276,901073,9.0,2766
6277,742099,3.0,2464
6278,796473,3.0,1580
6279,920906,9.0,4916
6280,538955,2.0,1793
6282,647796,7.0,1720
6283,952371,7.0,2942
6284,614442,2.0,738
6285,515120,10.0,4781
6286,1027026,6.0,3509
6287,728251,9.0,4558
6288,527398,2.0,3988
6289,491613,1.0,1301
6290,824396,5.0,1994
6291,828961,7.0,4991
6292,635370,4.0,1363
6293,727543,3.0,3492
6294,968542,4.0,2556
6295,786655,2.0,682
6296,769271,3.0,2204
6297,691562,10.0,2072
6298,770169,4.0,4903
6299,1030531,9.0,1832
6300,700141,7.0,589
6301,504115,4.0,2322
6302,1115518,2.0,1589
6303,700928,3.0,3284
6305,516871,6.0,4419
6306,700075,2.0,3452
6307,746932,5.0,2422
6310,430617,2.0,2438
6311,946936,5.0,595
6312,586832,6.0,4448
6313,549810,9.0,2542
6314,1147874,7.0,2025
6315,1096986,2.0,2361
6316,681028,6.0,1695
6317,800288,2.0,1933
6319,997567,6.0,191
6320,618533,5.0,4474
6321,573567,6.0,1956
6322,1045638,3.0,4433
6323,420616,6.0,3709
6325,1102193,6.0,3792
6326,630519,8.0,1283
6327,793795,4.0,4562
6328,943073,4.0,4269
6329,547563,5.0,2727
6330,916217,4.0,1741
6331,546857,5.0,837
6333,1127286,5.0,3516
6334,576610,5.0,4099
6335,409464,8.0,956
6336,500975,10.0,1249
6338,940240,1.0,2144
6339,1082698,6.0,1197
6340,484078,6.0,231
6341,781907,7.0,4503
6342,682054,9.0,4197
6343,437908,1.0,4148
6345,358160,5.0,315
6346,914539,2.0,3815
6347,1065475,3.0,321
6348,352811,4.0,4679
6350,452778,2.0,2525
6352,1033095,3.0,2334
6353,529744,2.0,4925
6354,1074073,1.0,4186
6355,1058538,10.0,3745
6356,937680,7.0,1226
6357,827011,5.0,2142
6358,455715,5.0,3370
6359,654271,5.0,1115
6360,824252,10.0,1312
6361,989832,5.0,856
6362,456029,5.0,1677
6363,446048,2.0,4680
6364,691302,8.0,4861
6365,536039,2.0,4415
6366,1120660,4.0,625
6367,760232,3.0,2420
6368,793207,3.0,1110
6369,494922,6.0,1265
6370,370061,7.0,665
6371,741778,7.0,639
6372,1006198,9.0,700
6373,1087363,7.0,1312
6374,1143473,5.0,1634
6375,689620,6.0,2579
6376,649902,6.0,3278
6377,1091981,5.0,1446
6378,1017630,9.0,658
6379,1011151,5.0,2658
6380,913155,1.0,627
6381,888987,3.0,701
6382,552188,8.0,3890
6383,1137452,6.0,4966
6384,440228,6.0,4506
6386,656829,7.0,3508
6387,487255,7.0,3670
6389,1089233,4.0,1044
6390,1076049,9.0,398
6391,841146,1.0,3675
6392,895557,1.0,1371
6393,540540,2.0,3875
6394,686582,5.0,4772
6395,575501,3.0,818
6396,981448,4.0,4031
6397,568572,4.0,4326
6398,1146134,8.0,2851
6399,718800,8.0,1945
6400,759879,9.0,4027
6401,1051751,2.0,964
6402,571841,2.0,2029
6403,831361,3.0,1758
6404,452883,6.0,1626
6405,986604,6.0,1614
6406,531427,6.0,3892
6408,513728,8.0,4247
6409,1009512,9.0,4497
6410,871525,10.0,4068
6411,373194,4.0,884
6412,633534,7.0,1878
6413,512654,7.0,1591
6414,1015975,10.0,4089
6415,792737,9.0,4759
6416,1129411,8.0,3048
6417,521356,10.0,3139
6418,430973,5.0,4683
6419,401342,9.0,688
6420,1081855,3.0,2491
6421,698600,4.0,1753
6422,1004022,7.0,4377
6423,968991,8.0,704
6425,503117,7.0,1587
6426,729413,9.0,4224
6427,463736,4.0,2004
6428,620595,1.0,1907
6429,765898,5.0,560
6430,416170,9.0,1796
6431,932734,8.0,799
6432,423774,1.0,1619
6433,1071709,9.0,1428
6436,773724,5.0,413
6437,1022774,1.0,824
6438,765583,4.0,2964
6439,765076,6.0,1913
6440,665012,10.0,3983
6441,824148,9.0,475
6442,527148,1.0,1102
6443,834800,8.0,485
6444,962602,5.0,2074
6445,806053,8.0,4947
6447,519060,1.0,2379
6448,599455,8.0,998
6449,668730,5.0,1061
6450,847065,9.0,411
6452,1079362,3.0,4186
6453,647753,9.0,3825
6454,875375,3.0,304
6455,456217,7.0,4156
6456,581054,7.0,248
6457,782944,9.0,4864
6458,788454,3.0,4047
6459,494191,4.0,455
6460,391615,10.0,1872
6461,774143,3.0,1169
6462,738820,7.0,235
6463,548488,4.0,3361
6464,962176,9.0,286
6465,730654,3.0,1452
6466,809833,9.0,798
6467,1122466,5.0,1166
6468,363741,9.0,1700
6469,352092,5.0,4758
6470,1011186,8.0,3202
6471,363786,2.0,1722
6472,436553,8.0,2516
6473,629223,8.0,633
6474,460753,9.0,4775
6475,990778,1.0,3096
6477,796564,4.0,2730
6478,1080786,8.0,375
6479,694879,5.0,4218
6480,1088113,5.0,4311
6481,1103365,5.0,4617
6483,422939,6.0,4486
6484,1015547,4.0,4348
6485,912103,3.0,2702
6486,443416,1.0,977
6487,1037002,6.0,4884
6488,790052,2.0,3568
6489,464004,4.0,3194
6490,693296,5.0,3977
6491,776988,4.0,3516
6492,1085005,7.0,766
6493,1043343,6.0,4066
6494,829367,2.0,3250
6495,1109443,9.0,1249
6496,572919,1.0,386
6497,354981,9.0,2787
6498,1092970,4.0,520
6499,815295,6.0,2220
6500,980140,3.0,2420
6501,823367,7.0,1873
6502,1043276,3.0,4774
6503,393189,9.0,2833
6504,1018065,5.0,3591
6505,680112,6.0,181
6506,407738,6.0,2297
6507,450856,2.0,2785
6509,762425,7.0,3384
6510,791786,6.0,2437
6511,764228,9.0,2698
6512,839854,6.0,4417
6513,680290,2.0,4413
6514,787986,7.0,2376
6515,776682,8.0,2450
6516,780445,8.0,220
6517,449934,10.0,4821
6518,565494,1.0,1077
6519,456543,7.0,1658
6520,930164,4.0,1026
6521,844975,2.0,3796
6522,402280,4.0,1435
6523,642729,8.0,4812
6524,1084413,2.0,4430
6525,1052100,2.0,373
6526,957844,3.0,4113
6527,466032,3.0,864
6528,1081213,2.0,4918
6529,922120,10.0,1752
6530,469166,1.0,607
6531,717878,8.0,2505
6532,752326,5.0,213
6533,471178,7.0,2333
6534,402786,3.0,1074
6535,638353,5.0,4198
6536,378274,3.0,4685
6537,529526,6.0,3390
6538,829718,4.0,4488
6539,505942,2.0,4759
6540,875941,4.0,1164
6541,504147,2.0,1013
6542,364749,9.0,3242
6544,702681,3.0,1105
6545,487244,5.0,3558
6546,606071,5.0,2766
6547,754453,9.0,1937
6548,531233,6.0,3572
6549,920189,7.0,2358
6550,621123,9.0,3170
6551,678072,5.0,3257
6552,534817,8.0,3024
6553,864974,2.0,2779
6555,493701,8.0,3069
6556,938432,6.0,3821
6557,1032184,7.0,3947
6558,906867,9.0,2004
6559,396803,6.0,2318
6560,432173,7.0,3362
6561,595776,10.0,1823
6562,721653,4.0,2100
6565,878965,9.0,1299
6566,448231,2.0,1472
6567,382966,2.0,2806
6568,1127431,2.0,2232
6569,501156,2.0,2127
6570,431068,7.0,409
6571,728023,7.0,2634
6572,644194,5.0,682
6573,459330,4.0,1882
6574,502759,8.0,3606
6575,437735,9.0,1321
6576,1085901,3.0,4758
6578,1109759,1.0,1650
6579,806627,8.0,2063
6580,461384,4.0,1944
6581,956671,4.0,2086
6583,610142,3.0,4369
6584,1118250,9.0,2603
6585,420728,4.0,2013
6586,1140724,5.0,3582
6587,445400,2.0,1566
6588,367680,7.0,1972
6589,1034277,8.0,3653
6590,586489,2.0,1144
6592,616836,6.0,1889
6593,856902,10.0,3428
6594,866006,6.0,3816
6595,525387,4.0,4316
6596,501028,3.0,1110
6597,1101095,5.0,1775
6598,1027315,3.0,4333
6599,378225,7.0,1135
6600,587431,2.0,2398
6601,552478,9.0,1447
6602,588664,2.0,4199
6603,823681,4.0,449
6604,490751,7.0,2588
6605,541727,6.0,661
6606,713557,4.0,2642
6607,924670,4.0,3997
6608,1017237,6.0,4974
6609,782581,1.0,1082
6610,431946,4.0,3433
6611,478575,2.0,4781
6612,627471,10.0,3970
6613,607622,5.0,412
6614,657958,1.0,3611
6615,885693,7.0,3621
6616,874807,1.0,3209
6618,404336,1.0,2936
6619,737514,6.0,354
6620,696273,2.0,2226
6621,487329,1.0,3736
6625,549298,6.0,379
6626,983783,1.0,2220
6627,1094821,4.0,3356
6628,975777,1.0,1375
6629,615010,6.0,726
6630,428003,6.0,4989
6632,1032357,6.0,1511
6633,1079119,4.0,2160
6634,798142,8.0,3981
6636,930133,9.0,4384
6638,970833,4.0,2303
6639,845560,4.0,2940
6640,1099144,6.0,939
6641,375589,6.0,2816
6642,748005,7.0,3783
6643,666705,1.0,848
6644,899476,2.0,2525
6645,918407,10.0,2483
6646,1135497,6.0,2166
6647,546223,6.0,3573
6648,680403,8.0,3807
6649,1072154,10.0,3323
6650,898285,4.0,1170
6652,1103315,3.0,1217
6653,386852,3.0,497
6654,1117720,9.0,1338
6655,1105428,8.0,2601
6656,737091,9.0,885
6657,1141366,10.0,2257
6658,960887,1.0,2642
6659,1061397,2.0,2429
6660,370222,10.0,4289
6661,988754,5.0,4682
6662,1028234,8.0,868
6663,1145881,4.0,4869
6664,515410,10.0,4870
6665,917188,3.0,4449
6666,838463,7.0,3875
6667,350434,7.0,3372
6668,621319,7.0,2280
6669,809882,7.0,1604
6670,577706,4.0,1815
6671,361667,2.0,701
6672,411374,6.0,371
6674,467901,7.0,1635
6675,521796,7.0,405
6676,579542,2.0,3071
6677,662916,6.0,3485
6678,1073843,3.0,2899
6679,815174,8.0,2839
6681,1053363,6.0,3254
6682,758401,5.0,4138
6683,733314,5.0,2162
6684,621907,8.0,2308
6685,692011,1.0,2399
6686,893607,6.0,2336
6687,373438,4.0,764
6688,449557,2.0,4255
6692,1082181,1.0,3298
6693,604227,9.0,3546
6694,1132131,3.0,4687
6696,943494,3.0,3436
6698,693452,2.0,3693
6699,585189,8.0,2441
6701,462596,6.0,2910
6702,997284,6.0,4672
6703,634749,8.0,2132
6704,1028476,6.0,1791
6706,1101225,9.0,1532
6707,518680,3.0,2138
6708,842961,4.0,4639
6709,519780,2.0,4692
6710,1082462,10.0,1694
6711,831529,2.0,4423
6712,759260,6.0,1882
6713,975159,3.0,2829
6714,567312,8.0,2448
6715,1133681,6.0,2381
6716,692713,2.0,3005
6717,693662,7.0,2244
6718,1109192,8.0,533
6719,918385,4.0,2263
6720,953487,6.0,4970
6721,392376,2.0,4093
6722,475892,4.0,4931
6723,419318,8.0,565
6724,1058697,5.0,2409
6725,1066006,10.0,1160
6726,412366,2.0,4239
6728,1124023,5.0,1522
6731,569993,9.0,3483
6732,1094944,9.0,3040
6733,429329,8.0,3514
6734,359490,1.0,2921
6735,926984,3.0,4088
6736,509236,8.0,670
6737,382703,5.0,2073
6738,517691,5.0,1395
6739,375647,9.0,4821
6740,521017,2.0,4520
6742,778501,8.0,496
6743,354209,6.0,2005
6744,957316,7.0,390
6745,740810,6.0,809
6746,710751,8.0,1797
6747,1035037,4.0,679
6748,739936,2.0,1247
6749,383521,9.0,2140
6750,998769,3.0,4386
6751,362323,2.0,983
6753,593423,6.0,4777
6754,908151,9.0,4045
6755,454970,3.0,993
6756,709375,7.0,822
6757,1040241,1.0,3794
6758,1114366,6.0,2284
6760,549939,3.0,2306
6761,688323,2.0,2473
6763,917677,2.0,4710
6764,1070856,1.0,2852
6765,845834,10.0,349
6766,966598,3.0,3412
6767,697185,5.0,1027
6769,1086634,7.0,3677
6771,558545,2.0,3185
6773,620695,1.0,4663
6774,716999,8.0,2097
6775,616287,6.0,3035
6776,871408,1.0,359
6778,1055758,5.0,2559
6779,792523,10.0,4103
6780,737555,3.0,4330
6781,878954,7.0,4638
6783,1038845,5.0,3884
6784,506459,8.0,2246
6785,688257,5.0,2554
6786,483324,5.0,4095
6787,922367,9.0,2649
6788,528884,3.0,1711
6789,817685,2.0,1614
6791,469740,2.0,3392
6792,721829,4.0,4546
6793,789422,5.0,1707
6794,858028,6.0,821
6795,880937,1.0,4587
6796,703869,4.0,458
6797,986782,8.0,1084
6799,403119,8.0,1321
6800,624740,4.0,4875
6801,802262,4.0,287
6802,949163,5.0,2268
6803,518483,6.0,2382
6804,621202,2.0,2986
6805,584309,3.0,3256
6806,764614,8.0,2669
6807,1136980,4.0,4235
6808,550977,2.0,214
6809,1133104,8.0,951
6810,542975,1.0,4814
6811,900236,6.0,3558
6813,919048,6.0,1617
6814,944756,6.0,3667
6815,672026,1.0,4353
6816,731626,2.0,825
6817,357024,5.0,1634
6818,694275,10.0,2414
6819,807760,8.0,1452
6820,915433,3.0,3752
6822,789207,1.0,4331
6823,797557,6.0,3458
6824,528261,4.0,160
6825,866971,7.0,4626
6826,1081041,6.0,4203
6827,549823,9.0,4964
6829,467961,5.0,151
6830,833466,2.0,3122
6831,670568,8.0,3687
6832,968125,7.0,3511
6833,371180,3.0,2735
6834,414380,4.0,1089
6835,446871,2.0,4217
6836,506246,5.0,1821
6837,352755,6.0,3280
6838,417949,4.0,1827
6839,506644,1.0,152
6840,644874,1.0,4244
6841,764463,6.0,4534
6842,980201,6.0,2676
6843,725415,1.0,2964
6844,429846,8.0,4620
6845,1051574,2.0,2848
6846,831723,6.0,4303
6847,790771,6.0,4196
6849,1118804,4.0,598
6850,632690,3.0,4043
6851,935778,6.0,4248
6852,393963,3.0,1473
6853,680866,6.0,401
6855,589161,7.0,1501
6856,948052,1.0,4056
6857,1000298,6.0,4578
6858,920486,8.0,3731
6859,1033474,8.0,3096
6861,610302,1.0,4312
6862,1141662,1.0,4707
6863,1132319,3.0,4643
6864,960079,1.0,1114
6865,447422,9.0,1416
6866,398745,9.0,3583
6868,690512,4.0,3907
6870,814040,3.0,538
6871,963951,3.0,4056
6872,935859,8.0,1523
6873,1108181,9.0,1930
6874,856398,7.0,4180
6875,1072601,8.0,4707
6876,429609,10.0,2155
6877,1106185,7.0,1195
6878,764416,1.0,192
6879,501322,5.0,844
6880,390638,7.0,928
6881,1043931,4.0,570
6882,827441,1.0,2974
6883,659730,8.0,3553
6884,1127216,6.0,945
6885,866785,10.0,267
6886,907104,9.0,1614
6887,854002,1.0,1844
6888,541709,10.0,3968
6889,665870,3.0,862
6890,1054347,7.0,3839
6893,506933,3.0,1099
6894,1025328,5.0,2278
6895,493904,6.0,2497
6896,479937,4.0,3940
6898,948439,10.0,4550
6899,678046,4.0,2818
6900,1015391,7.0,212
6901,765748,10.0,3100
6903,950724,7.0,4628
6904,935654,6.0,3543
6905,534831,2.0,377
6906,712682,1.0,1259
6907,1072539,4.0,4438
6908,622610,6.0,4470
6909,884323,8.0,4197
6910,745450,6.0,4876
6911,541627,10.0,1128
6912,775153,2.0,4256
6913,1052089,2.0,450
6914,1064992,10.0,2965
6915,878903,5.0,4068
6916,510881,3.0,1118
6917,1138241,4.0,700
6918,888484,6.0,3671
6919,731831,9.0,155
6921,1128001,7.0,2350
6922,592938,3.0,2050
6924,650534,1.0,1027
6926,1137108,9.0,812
6927,1146156,5.0,1820
6928,436031,4.0,3211
6929,1038134,6.0,2115
6930,482839,4.0,4201
6932,442400,9.0,4704
6933,1074105,5.0,2543
6934,493517,3.0,1956
6935,440445,9.0,1284
6936,926601,4.0,1128
6937,1058192,1.0,4810
6939,971876,1.0,2367
6940,868052,9.0,4254
6941,803322,4.0,608
6942,552308,4.0,2894
6943,923647,1.0,2274
6944,512886,4.0,2442
6945,444214,6.0,4439
6948,833006,3.0,2198
6949,708435,8.0,3059
6950,870655,8.0,3150
6951,626732,9.0,970
6952,997444,9.0,1208
6953,464530,6.0,2190
6955,961438,3.0,2751
6956,867584,2.0,1363
6957,402873,9.0,4642
6958,909579,8.0,1154
6959,661387,5.0,4416
6962,916866,4.0,2100
6963,485554,5.0,2153
6964,812381,9.0,610
6965,769046,9.0,3750
6966,717272,2.0,2891
6967,664602,7.0,3322
6968,679214,5.0,3951
6969,690929,6.0,3340
6970,1000604,1.0,1885
6971,640224,3.0,1051
6972,760221,7.0,525
6973,419992,6.0,623
6974,938824,4.0,2453
6975,641061,6.0,4588
6976,446167,6.0,4927
6977,586826,5.0,4568
6978,883844,3.0,2165
6979,851371,9.0,1892
6980,606599,4.0,1954
6981,697300,4.0,2656
6982,950067,6.0,4531
6983,1020809,1.0,3105
6984,525019,1.0,282
6985,587627,6.0,4550
6986,964350,9.0,3143
6987,945654,10.0,1033
6988,919716,9.0,2028
6989,1140756,9.0,3370
6990,1140539,1.0,4996
6991,964679,7.0,822
6992,877896,1.0,2267
6993,425567,4.0,2771
6994,1026339,9.0,2623
6995,907081,10.0,526
6996,482542,4.0,2231
6997,863974,8.0,1178
6998,636419,7.0,2343
6999,948739,7.0,2905
7000,1032808,3.0,2949
7001,592863,4.0,3304
7002,723170,8.0,522
7003,863550,8.0,772
7004,917996,6.0,3666
7006,1097776,4.0,979
7007,1149289,8.0,4726
7008,473853,5.0,3726
7009,566680,7.0,3480
7010,619852,6.0,258
7011,424028,7.0,4674
7012,1032707,9.0,3289
7013,354774,4.0,4496
7014,406024,6.0,423
7015,539128,7.0,2685
7017,844352,9.0,1341
7018,900742,7.0,4229
7019,407698,10.0,1525
7021,887443,4.0,4254
7022,555661,6.0,3506
7023,990181,5.0,1654
7024,1006651,2.0,1154
7026,412240,1.0,421
7027,998665,6.0,2632
7028,1119766,10.0,201
7029,817811,9.0,429
7030,966774,2.0,3187
7032,526371,6.0,3709
7034,359640,4.0,2102
7035,1006491,2.0,1851
7037,581444,8.0,269
7038,485820,4.0,339
7039,815517,6.0,1126
7041,799529,8.0,4069
7042,1133047,5.0,1944
7044,1089592,6.0,4373
7045,791516,8.0,4244
7046,659661,10.0,3523
7048,747683,7.0,4328
7049,884994,6.0,4368
7050,358954,6.0,2084
7052,597876,3.0,2908
7053,618042,4.0,2191
7054,1142810,1.0,1712
7055,701935,3.0,3063
7056,435837,1.0,1025
7057,863548,5.0,3093
7058,1058720,5.0,2484
7059,581603,10.0,2277
7060,876580,1.0,4147
7062,601105,2.0,1116
7063,883358,2.0,290
7064,612065,1.0,320
7065,841936,4.0,2232
7066,1147654,3.0,2328
7067,398931,6.0,151
7068,397549,1.0,4641
7069,419406,9.0,1080
7070,1138250,2.0,1554
7071,406644,7.0,4683
7072,1115464,5.0,2171
7073,626755,1.0,2795
7074,355703,4.0,4579
7075,626144,3.0,3322
7076,1017977,6.0,878
7077,449806,8.0,2244
7078,543230,1.0,459
7080,658266,3.0,3111
7081,717657,9.0,1633
7082,867860,1.0,2847
7084,657641,1.0,2337
7085,393230,7.0,4767
7086,923842,3.0,1836
7087,660413,9.0,836
7088,637198,2.0,527
7089,657274,4.0,3130
7090,598951,2.0,1493
7091,810515,3.0,4551
7092,916986,5.0,1829
7093,665468,10.0,4680
7094,356708,4.0,1100
7095,959122,5.0,1206
7096,747078,2.0,3388
7097,1019382,1.0,4070
7098,433716,6.0,3355
7099,1108971,6.0,4144
7100,655816,8.0,998
7101,863956,5.0,3213
7102,696654,9.0,4355
7103,894389,9.0,3286
7104,511628,10.0,502
7105,407737,6.0,2068
7106,745664,10.0,4954
7107,841459,8.0,3704
7108,446843,1.0,1513
7109,1006717,1.0,1609
7110,1138638,2.0,1587
7111,897141,3.0,2087
7112,683725,7.0,1556
7113,876988,8.0,3340
7114,556252,6.0,2615
7115,777124,2.0,1969
7116,867192,2.0,658
7117,753531,5.0,2743
7118,751253,2.0,2601
7120,1116855,5.0,3551
7121,689218,2.0,3169
7122,980844,10.0,2560
7123,816109,3.0,2588
7124,649243,1.0,647
7125,472707,2.0,2713
7126,958214,7.0,2155
7127,429074,1.0,3843
7128,843158,8.0,4282
7129,1093336,5.0,2720
7130,576296,1.0,3079
7131,912285,6.0,4503
7132,371011,1.0,1087
7133,590296,5.0,2905
7134,612977,6.0,2788
7135,1004076,6.0,1763
7136,571507,6.0,2108
7137,936950,10.0,1398
7138,614127,8.0,462
7139,602118,5.0,739
7140,629456,3.0,159
7141,879757,3.0,4503
7142,896238,3.0,3486
7143,643785,5.0,1528
7144,592033,7.0,371
7145,481598,2.0,3602
7146,926963,6.0,1599
7147,1025956,2.0,2667
7148,584921,1.0,1780
7149,907041,8.0,778
7150,542487,9.0,1844
7151,786976,8.0,1214
7152,813210,5.0,3823
7153,1125725,7.0,1902
7154,934877,1.0,1451
7156,1005244,8.0,4088
7157,1100955,9.0,3561
7158,481161,2.0,4481
7159,482167,3.0,2279
7160,1024092,5.0,1048
7161,494492,1.0,3816
7162,420201,7.0,799
7163,430879,3.0,4832
7164,777049,4.0,4840
7165,943627,3.0,483
7166,477506,9.0,1925
7167,1118584,6.0,1311
7168,959540,4.0,2800
7169,431833,3.0,2453
7170,1122629,7.0,1767
7171,920217,6.0,2114
7172,1085197,6.0,4384
7173,734124,10.0,2378
7174,996633,9.0,2346
7175,460747,6.0,653
7176,752901,8.0,3996
7177,532150,7.0,4518
7178,656745,7.0,4625
7179,738870,6.0,4445
7180,633623,3.0,4654
7181,623429,7.0,3721
7182,591413,4.0,2705
7183,854549,6.0,4912
7184,670703,9.0,3949
7185,927233,2.0,1083
7186,1080395,1.0,802
7187,864157,6.0,1711
7188,1018532,7.0,3663
7189,406674,3.0,2677
7190,423485,2.0,2587
7191,1111571,8.0,2540
7192,521838,6.0,1785
7193,831499,1.0,1517
7194,1127164,2.0,1750
7195,881191,3.0,4449
7196,498013,3.0,397
7197,645176,6.0,1916
7198,717305,7.0,4018
7199,350488,7.0,2815
7200,1053387,5.0,1214
7201,928122,1.0,3987
7202,1115949,5.0,3717
7203,848656,4.0,186
7204,792260,7.0,2040
7205,791289,8.0,1248
7206,766658,8.0,2524
7207,433667,9.0,4439
7208,818916,4.0,1173
7209,1025859,6.0,1672
7210,814456,9.0,3249
7211,1079100,1.0,2643
7212,700554,7.0,2390
7213,516788,3.0,4240
7214,356169,6.0,3555
7215,491474,1.0,1605
7216,1092051,10.0,4465
7217,396377,5.0,3068
7218,951955,5.0,4975
7219,715729,7.0,1138
7220,352302,9.0,900
7221,779016,1.0,261
7222,432377,2.0,3490
7223,497523,3.0,1682
7225,801696,6.0,4322
7227,1010488,2.0,4881
7228,414358,8.0,2727
7229,1142807,8.0,1233
7230,805614,5.0,1062
7231,925068,9.0,3662
7232,813540,2.0,2628
7233,670782,4.0,3013
7235,660989,2.0,3698
7236,647457,3.0,3092
7237,481712,1.0,1584
7238,507900,4.0,3006
7239,1076849,7.0,383
7240,1069191,6.0,3776
7241,746921,5.0,2566
7242,834348,1.0,4226
7243,897727,9.0,955
7244,1123604,4.0,564
7245,793741,8.0,4640
7246,650352,9.0,2797
7247,1027097,9.0,2660
7248,439413,8.0,1542
7250,754271,1.0,3902
7251,410906,2.0,4037
7252,464847,10.0,3098
7253,748318,8.0,2668
7254,1138324,4.0,1304
7255,666636,6.0,1480
7257,591319,8.0,3591
7258,1060388,2.0,550
7259,644189,4.0,1533
7260,528702,1.0,667
7261,721849,9.0,3675
7262,985014,1.0,3788
7263,1016458,2.0,3082
7264,903236,8.0,1815
7265,577770,4.0,4808
7266,900673,4.0,2455
7267,842638,3.0,767
7268,757650,7.0,1932
7269,823576,5.0,1859
7270,638411,6.0,4281
7271,1068290,3.0,2821
7273,1031394,8.0,1961
7274,642969,4.0,4984
7275,1017650,1.0,2114
7276,848950,3.0,4968
7277,550351,7.0,3952
7278,587801,2.0,1303
7279,381737,4.0,3696
7280,1070908,6.0,1364
7281,977818,3.0,340
7282,482574,7.0,2613
7283,1081982,1.0,1548
7284,490561,1.0,1497
7285,500841,9.0,3789
7286,1144430,2.0,4617
7287,859451,1.0,4144
7288,455388,2.0,1827
7289,945478,9.0,3722
7290,979250,2.0,4289
7291,985962,4.0,3122
7292,1018235,1.0,552
7293,727915,8.0,1347
7294,415597,4.0,3479
7295,866303,1.0,2626
7296,1103161,4.0,4151
7297,733195,5.0,530
7299,526031,1.0,2034
7300,575637,4.0,3366
7301,1004569,6.0,4449
7302,503216,8.0,4052
7303,502217,6.0,2426
7305,612109,1.0,1715
7306,385987,4.0,1067
7307,356559,7.0,1309
7308,455377,10.0,638
7309,452331,6.0,2073
7310,818934,10.0,1829
7311,864357,6.0,1863
7312,885980,2.0,1377
7313,736045,5.0,1408
7314,963762,3.0,630
7315,660757,3.0,4165
7316,512282,6.0,428
7317,674421,3.0,4774
7318,859203,6.0,4159
7319,546688,9.0,3369
7320,406052,3.0,2969
7321,851573,3.0,3624
7322,765031,2.0,2285
7325,370930,4.0,277
7326,1114953,6.0,3105
7327,375948,9.0,586
7328,1094734,9.0,3543
7329,766932,3.0,4735
7331,1006828,2.0,2420
7332,427591,2.0,3774
7334,873907,6.0,2195
7335,804545,3.0,1375
7336,376953,1.0,3521
7337,484952,1.0,3870
7339,707863,2.0,2166
7340,786570,6.0,3081
7341,523580,2.0,391
7342,1006408,8.0,3081
7343,1095518,1.0,3338
7344,1014767,8.0,4664
7345,1073383,9.0,2180
7346,589866,10.0,4711
7348,778422,2.0,4479
7349,400489,3.0,890
7350,585175,1.0,4629
7351,564919,6.0,4339
7353,1116536,10.0,2348
7354,1034995,2.0,2745
7355,515384,7.0,3041
7356,489600,4.0,2513
7357,501201,8.0,1074
7358,911239,5.0,3269
7360,415891,6.0,2945
7362,442889,7.0,194
7363,811323,6.0,590
7364,670637,2.0,2105
7365,951318,6.0,4535
7366,741847,3.0,2165
7367,1098662,6.0,3629
7368,1118826,10.0,3225
7370,744264,3.0,188
7371,734197,6.0,1227
7372,1041427,7.0,1130
7373,854824,5.0,2021
7374,734841,5.0,2107
7375,843121,6.0,4583
7376,717452,3.0,3002
7377,401712,2.0,2686
7378,1076582,7.0,898
7379,944582,4.0,1976
7380,841228,2.0,1944
7381,914001,5.0,4936
7382,924478,6.0,4533
7383,387618,2.0,154
7384,707116,4.0,3301
7385,1129363,10.0,2320
7386,594220,1.0,1137
7387,988060,3.0,2073
7388,577782,9.0,2003
7389,445854,8.0,1071
7391,692914,5.0,3780
7393,591213,2.0,1749
7394,561102,10.0,4422
7395,935314,3.0,4271
7396,752353,1.0,821
7397,614620,8.0,3975
